outcome,body_part,technique,play_type,shot_location_start,player,statsbomb_xg,team
Blocked,Right Foot,Normal,Open Play,"[105.0, 42.0]",Blerim Džemaili,0.112325,Switzerland
Blocked,Left Foot,Normal,Open Play,"[91.0, 51.0]",Stephan Lichtsteiner,0.0144301,Switzerland
Wayward,Head,Normal,Open Play,"[116.0, 51.0]",Blerim Džemaili,0.0318627,Switzerland
Wayward,Left Foot,Normal,Open Play,"[87.0, 40.0]",Valon Behrami,0.0109333,Switzerland
Off T,Left Foot,Volley,Open Play,"[108.0, 36.0]",Joel Nathaniel Campbell Samuels,0.114863,Costa Rica
Off T,Left Foot,Half Volley,Open Play,"[91.0, 21.0]",Ricardo Iván Rodríguez Araya,0.0155227,Switzerland
Wayward,Head,Normal,Open Play,"[111.0, 39.0]",Breel-Donald Embolo,0.0427296,Switzerland
Saved,Right Foot,Normal,Open Play,"[119.0, 53.0]",Breel-Donald Embolo,0.0510361,Switzerland
Blocked,Right Foot,Normal,Open Play,"[97.0, 28.0]",David Alberto Guzmán Pérez,0.0244129,Costa Rica
Off T,Left Foot,Overhead Kick,Open Play,"[109.0, 29.0]",Bryan Oviedo,0.0629125,Costa Rica
Goal,Head,Normal,Open Play,"[115.0, 42.0]",Kendall Jamaal Waston Manley,0.147763,Costa Rica
Off T,Right Foot,Volley,Open Play,"[87.0, 31.0]",Celso Borges Mora,0.0170238,Costa Rica
Blocked,Left Foot,Normal,Open Play,"[96.0, 32.0]",Josip Drmic,0.0283655,Switzerland
Post,Head,Normal,Open Play,"[112.0, 41.0]",Josip Drmic,0.105568,Switzerland
Saved,Right Foot,Normal,Open Play,"[104.0, 57.0]",Celso Borges Mora,0.0346143,Costa Rica
Goal,Right Foot,Normal,Open Play,"[106.0, 34.0]",Josip Drmic,0.139839,Switzerland
Post,Left Foot,Normal,Penalty,"[109.0, 41.0]",Bryan Ruiz González,0.76,Costa Rica
Blocked,Right Foot,Normal,Open Play,"[101.0, 40.0]",Ferjani Sassi,0.064314,Tunisia
Wayward,Right Foot,Overhead Kick,Open Play,"[104.0, 33.0]",Naïm Sliti,0.0641604,Tunisia
Off T,Left Foot,Normal,Open Play,"[78.0, 22.0]",Ricardo Guardia Avila,0.0162709,Panama
Off T,Right Foot,Half Volley,Open Play,"[95.0, 42.0]",Naïm Sliti,0.0623572,Tunisia
Wayward,Other,Normal,Open Play,"[113.0, 32.0]",Gabriel Arturo Torres Tejada,0.125922,Panama
Blocked,Right Foot,Normal,Open Play,"[104.0, 27.0]",Fakhreddine Ben Youssef,0.0327766,Tunisia
Saved,Right Foot,Volley,Open Play,"[102.0, 48.0]",Naïm Sliti,0.0976466,Tunisia
Saved,Right Foot,Normal,Open Play,"[90.0, 20.0]",Luis Carlos Ovalle Victoria,0.0115219,Panama
Blocked,Right Foot,Normal,Open Play,"[108.0, 30.0]",Román Aureliano Torres Morcillo,0.050495,Panama
Blocked,Left Foot,Normal,Open Play,"[94.0, 34.0]",José Luis Rodríguez Francis,0.0207981,Panama
Off T,Head,Normal,Open Play,"[116.0, 38.0]",Fakhreddine Ben Youssef,0.120592,Tunisia
Off T,Right Foot,Volley,Open Play,"[109.0, 54.0]",Wahbi Khazri,0.0689322,Tunisia
Blocked,Right Foot,Volley,Open Play,"[105.0, 54.0]",Wahbi Khazri,0.0530957,Tunisia
Saved,Right Foot,Volley,Open Play,"[109.0, 54.0]",Wahbi Khazri,0.0634138,Tunisia
Goal,Right Foot,Normal,Open Play,"[114.0, 40.0]",Fakhreddine Ben Youssef,0.587001,Tunisia
Saved,Right Foot,Normal,Open Play,"[109.0, 47.0]",Fakhreddine Ben Youssef,0.310562,Tunisia
Wayward,Other,Volley,Open Play,"[113.0, 50.0]",Hamdi Nagguez,0.0387348,Tunisia
Wayward,Right Foot,Half Volley,Open Play,"[103.0, 51.0]",Ghilane Chalali,0.0439641,Tunisia
Saved,Right Foot,Normal,Open Play,"[104.0, 56.0]",Wahbi Khazri,0.0377837,Tunisia
Saved,Right Foot,Volley,Open Play,"[104.0, 42.0]",Edgar Yoel Bárcenas Herrera,0.27171,Panama
Goal,Right Foot,Normal,Open Play,"[117.0, 43.0]",Wahbi Khazri,0.766003,Tunisia
Saved,Left Foot,Normal,Open Play,"[108.0, 31.0]",José Luis Rodríguez Francis,0.0694795,Panama
Off T,Left Foot,Volley,Open Play,"[104.0, 31.0]",Aníbal Cesis Godoy,0.0630759,Panama
Saved,Right Foot,Normal,Free Kick,"[94.0, 50.0]",Edgar Yoel Bárcenas Herrera,0.0944926,Panama
Saved,Right Foot,Normal,Open Play,"[93.0, 52.0]",Youri Tielemans,0.0163479,Belgium
Blocked,Right Foot,Normal,Open Play,"[117.0, 40.0]",Michy Batshuayi Tunga,0.322611,Belgium
Blocked,Right Foot,Normal,Open Play,"[91.0, 20.0]",Marcus Rashford,0.011955,England
Off T,Head,Normal,Open Play,"[112.0, 42.0]",Jamie Vardy,0.11699,England
Blocked,Right Foot,Normal,Open Play,"[109.0, 55.0]",Michy Batshuayi Tunga,0.028391,Belgium
Blocked,Right Foot,Normal,Open Play,"[107.0, 33.0]",Marouane Fellaini-Bakkioui,0.0206788,Belgium
Blocked,Right Foot,Normal,Open Play,"[91.0, 49.0]",Youri Tielemans,0.0169282,Belgium
Off T,Head,Normal,Open Play,"[113.0, 40.0]",Ruben Loftus-Cheek,0.0817092,England
Blocked,Left Foot,Normal,Open Play,"[90.0, 41.0]",Adnan Januzaj,0.0232782,Belgium
Wayward,Head,Diving Header,Open Play,"[111.0, 43.0]",Anga Dedryck Boyata,0.054279,Belgium
Wayward,Head,Normal,Open Play,"[109.0, 35.0]",Jamie Vardy,0.0467415,England
Off T,Right Foot,Normal,Open Play,"[99.0, 34.0]",Thorgan Hazard,0.0418436,Belgium
Wayward,Right Foot,Volley,Open Play,"[108.0, 27.0]",Thorgan Hazard,0.0461331,Belgium
Off T,Right Foot,Normal,Open Play,"[107.0, 27.0]",Marcus Rashford,0.0431843,England
Goal,Left Foot,Normal,Open Play,"[105.0, 53.0]",Adnan Januzaj,0.0653687,Belgium
Blocked,Right Foot,Normal,Free Kick,"[93.0, 42.0]",Trent Alexander-Arnold,0.0613329,England
Blocked,Left Foot,Normal,Open Play,"[107.0, 54.0]",Adnan Januzaj,0.0462524,Belgium
Saved,Right Foot,Normal,Open Play,"[104.0, 33.0]",Marcus Rashford,0.401634,England
Off T,Left Foot,Normal,Open Play,"[86.0, 50.0]",Fabian Delph,0.0153816,England
Blocked,Left Foot,Half Volley,Open Play,"[99.0, 33.0]",Fabian Delph,0.0500684,England
Off T,Right Foot,Normal,Free Kick,"[92.0, 55.0]",Marcus Rashford,0.0383915,England
Blocked,Left Foot,Normal,Open Play,"[106.0, 31.0]",Daniel Nii Tackie Mensah Welbeck,0.0317,England
Off T,Right Foot,Normal,Open Play,"[116.0, 30.0]",Daniel Nii Tackie Mensah Welbeck,0.111273,England
Saved,Right Foot,Normal,Open Play,"[99.0, 49.0]",Dries Mertens,0.0630754,Belgium
Blocked,Right Foot,Normal,Open Play,"[110.0, 26.0]",Thorgan Hazard,0.0478509,Belgium
Off T,Left Foot,Normal,Open Play,"[113.0, 29.0]",Marouane Fellaini-Bakkioui,0.102309,Belgium
Off T,Right Foot,Lob,Open Play,"[96.0, 26.0]","M""Baye Babacar Niang",0.0151106,Senegal
Saved,Left Foot,Normal,Free Kick,"[96.0, 53.0]",Juan Fernando Quintero Paniagua,0.0980295,Colombia
Saved,Right Foot,Normal,Open Play,"[107.0, 23.0]",Keita Baldé Diao,0.0244685,Senegal
Saved,Left Foot,Normal,Open Play,"[104.0, 59.0]",Ismaïla Sarr,0.0212388,Senegal
Off T,Right Foot,Normal,Open Play,"[90.0, 41.0]",Salif Sané,0.0215464,Senegal
Off T,Right Foot,Normal,Free Kick,"[95.0, 51.0]",Sadio Mané,0.0516897,Senegal
Blocked,Left Foot,Normal,Open Play,"[105.0, 49.0]",Luis Fernando Muriel Fruto,0.0364096,Colombia
Off T,Head,Normal,Open Play,"[114.0, 43.0]",Radamel Falcao García Zárate,0.12085,Colombia
Goal,Head,Normal,Open Play,"[114.0, 47.0]",Yerry Fernando Mina González,0.0515211,Colombia
Saved,Right Foot,Normal,Open Play,"[113.0, 52.0]","M""Baye Babacar Niang",0.14701,Senegal
Off T,Right Foot,Volley,Open Play,"[108.0, 51.0]",Ismaïla Sarr,0.0985294,Senegal
Off T,Head,Diving Header,Open Play,"[113.0, 38.0]",Shinji Okazaki,0.130241,Japan
Saved,Right Foot,Normal,Open Play,"[100.0, 28.0]",Yoshinori Muto,0.0380421,Japan
Blocked,Right Foot,Normal,Open Play,"[98.0, 32.0]",Robert Lewandowski,0.0523789,Poland
Saved,Left Foot,Normal,Open Play,"[97.0, 43.0]",Gotoku Sakai,0.076784,Japan
Blocked,Left Foot,Normal,Open Play,"[93.0, 38.0]",Rafał Kurzawa,0.0314764,Poland
Saved,Head,Normal,Open Play,"[108.0, 39.0]",Kamil Grosicki,0.0894811,Poland
Off T,Right Foot,Normal,Open Play,"[85.0, 48.0]",Jacek Góralski,0.0103219,Poland
Saved,Right Foot,Normal,Open Play,"[114.0, 58.0]",Takashi Usami,0.0342888,Japan
Off T,Right Foot,Volley,Open Play,"[104.0, 50.0]",Rafał Kurzawa,0.039252,Poland
Wayward,Head,Normal,Open Play,"[109.0, 38.0]",Tomoaki Makino,0.0435394,Japan
Blocked,Right Foot,Normal,Open Play,"[97.0, 32.0]",Takashi Usami,0.0440367,Japan
Wayward,Head,Normal,Open Play,"[113.0, 41.0]",Yoshinori Muto,0.0456704,Japan
Off T,Right Foot,Overhead Kick,Open Play,"[118.0, 34.0]",Tomoaki Makino,0.182571,Japan
Goal,Right Foot,Volley,Open Play,"[114.0, 46.0]",Jan Bednarek,0.234707,Poland
Blocked,Right Foot,Normal,Open Play,"[104.0, 35.0]",Takashi Usami,0.0595018,Japan
Blocked,Left Foot,Normal,Open Play,"[96.0, 47.0]",Piotr Zieliński,0.0378735,Poland
Off T,Head,Normal,Open Play,"[106.0, 35.0]",Kamil Grosicki,0.023981,Poland
Off T,Right Foot,Normal,Open Play,"[107.0, 16.0]",Takashi Inui,0.0505289,Japan
Off T,Head,Normal,Open Play,"[113.0, 39.0]",Maya Yoshida,0.0611988,Japan
Off T,Right Foot,Normal,Open Play,"[109.0, 43.0]",Robert Lewandowski,0.500851,Poland
Off T,Head,Normal,Open Play,"[109.0, 41.0]",Kamil Glik,0.0301451,Poland
Blocked,Head,Normal,Open Play,"[110.0, 40.0]",Artur Jędrzejczyk,0.0452365,Poland
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Cristiano Ronaldo dos Santos Aveiro,0.76,Portugal
Off T,Right Foot,Volley,Open Play,"[106.0, 38.0]",David Josué Jiménez Silva,0.20501,Spain
Blocked,Right Foot,Normal,Open Play,"[96.0, 53.0]",Gonçalo Manuel Ganchinho Guedes,0.022411,Portugal
Blocked,Right Foot,Normal,Free Kick,"[99.0, 63.0]",Cristiano Ronaldo dos Santos Aveiro,0.0323745,Portugal
Blocked,Left Foot,Normal,Open Play,"[113.0, 31.0]",David Josué Jiménez Silva,0.059329,Spain
Goal,Right Foot,Normal,Open Play,"[105.0, 45.0]",Diego da Silva Costa,0.0972946,Spain
Post,Right Foot,Volley,Open Play,"[103.0, 20.0]",Francisco Román Alarcón Suárez,0.021462,Spain
Blocked,Left Foot,Normal,Free Kick,"[100.0, 54.0]",David Josué Jiménez Silva,0.0710076,Spain
Off T,Left Foot,Normal,Open Play,"[110.0, 29.0]",Andrés Iniesta Luján,0.0811363,Spain
Off T,Head,Normal,Open Play,"[111.0, 40.0]",Sergio Busquets i Burgos,0.0611625,Spain
Saved,Left Foot,Normal,Open Play,"[101.0, 55.0]",Francisco Román Alarcón Suárez,0.0259977,Spain
Goal,Left Foot,Normal,Open Play,"[101.0, 36.0]",Cristiano Ronaldo dos Santos Aveiro,0.046121,Portugal
Off T,Right Foot,Normal,Open Play,"[87.0, 35.0]",Bruno Miguel Borges Fernandes,0.0159366,Portugal
Goal,Right Foot,Normal,Open Play,"[118.0, 41.0]",Diego da Silva Costa,0.700192,Spain
Goal,Right Foot,Half Volley,Open Play,"[99.0, 52.0]",José Ignacio Fernández Iglesias,0.0445456,Spain
Off T,Left Foot,Normal,Open Play,"[110.0, 35.0]",Diego da Silva Costa,0.135771,Spain
Wayward,Head,Normal,Open Play,"[116.0, 34.0]",Kléper Laveran Lima Ferreira,0.0782985,Portugal
Off T,Right Foot,Normal,Open Play,"[107.0, 64.0]",Ricardo Andrade Quaresma Bernardo,0.0122049,Portugal
Saved,Left Foot,Normal,Open Play,"[100.0, 48.0]",Iago Aspas Juncal,0.0607973,Spain
Goal,Right Foot,Normal,Free Kick,"[96.0, 44.0]",Cristiano Ronaldo dos Santos Aveiro,0.137769,Portugal
Blocked,Right Foot,Normal,Open Play,"[108.0, 31.0]",Ricardo Andrade Quaresma Bernardo,0.0434305,Portugal
Off T,Head,Normal,Open Play,"[113.0, 44.0]",Cristiano Ronaldo dos Santos Aveiro,0.172048,Portugal
Off T,Right Foot,Volley,Open Play,"[103.0, 30.0]",Amine Harit,0.0504242,Morocco
Off T,Head,Normal,Open Play,"[115.0, 52.0]",Younès Belhanda,0.0323755,Morocco
Off T,Left Foot,Normal,Open Play,"[102.0, 42.0]",Ayoub El Kaabi,0.0587405,Morocco
Blocked,Left Foot,Half Volley,Open Play,"[111.0, 27.0]",Hakim Ziyech,0.0401782,Morocco
Blocked,Left Foot,Normal,Open Play,"[113.0, 46.0]",Younès Belhanda,0.17395,Morocco
Saved,Left Foot,Normal,Open Play,"[110.0, 44.0]",Medhi Amine El Mouttaqi Benatia,0.120885,Morocco
Wayward,Right Foot,Half Volley,Open Play,"[113.0, 34.0]",Sardar Azmoun,0.124872,Iran
Blocked,Right Foot,Normal,Open Play,"[104.0, 23.0]",Achraf Hakimi Mouh,0.0338831,Morocco
Blocked,Right Foot,Normal,Open Play,"[92.0, 41.0]",Younès Belhanda,0.0317483,Morocco
Saved,Right Foot,Normal,Open Play,"[110.0, 24.0]",Amine Harit,0.0284919,Morocco
Off T,Right Foot,Normal,Open Play,"[114.0, 53.0]",Roozbeh Cheshmi,0.048476,Iran
Off T,Right Foot,Normal,Free Kick,"[84.0, 47.0]",Alireza Jahanbakhsh,0.0227786,Iran
Blocked,Right Foot,Normal,Open Play,"[98.0, 52.0]",Omid Ebrahimi,0.0275883,Iran
Saved,Right Foot,Normal,Open Play,"[109.0, 51.0]",Sardar Azmoun,0.220555,Iran
Saved,Right Foot,Volley,Open Play,"[108.0, 52.0]",Alireza Jahanbakhsh,0.110256,Iran
Blocked,Right Foot,Normal,Open Play,"[98.0, 35.0]",Ehsan Hajsafi,0.0226794,Iran
Off T,Left Foot,Normal,Free Kick,"[82.0, 42.0]",Ehsan Hajsafi,0.0178502,Iran
Wayward,Right Foot,Volley,Open Play,"[112.0, 30.0]",Amine Harit,0.0923826,Morocco
Saved,Left Foot,Half Volley,Open Play,"[99.0, 34.0]",Hakim Ziyech,0.0491428,Morocco
Off T,Head,Normal,Open Play,"[114.0, 41.0]",Romain Saïss,0.0935091,Morocco
Blocked,Left Foot,Half Volley,Open Play,"[97.0, 50.0]",Hakim Ziyech,0.0444773,Morocco
Wayward,Right Foot,Normal,Open Play,"[82.0, 51.0]",Manuel Marouan da Costa Trinidade,0.0174002,Morocco
Saved,Right Foot,Normal,Open Play,"[97.0, 32.0]",Edinson Roberto Cavani Gómez,0.0238563,Uruguay
Saved,Right Foot,Half Volley,Open Play,"[108.0, 51.0]",Mahmoud Ibrahim Hassan,0.046851,Egypt
Off T,Right Foot,Normal,Open Play,"[109.0, 55.0]",Luis Alberto Suárez Díaz,0.0409732,Uruguay
Blocked,Left Foot,Normal,Open Play,"[102.0, 23.0]",Edinson Roberto Cavani Gómez,0.0218688,Uruguay
Wayward,Head,Normal,Open Play,"[114.0, 48.0]",José Martín Cáceres Silva,0.0299091,Uruguay
Off T,Right Foot,Normal,Open Play,"[116.0, 35.0]",Luis Alberto Suárez Díaz,0.287609,Uruguay
Saved,Right Foot,Normal,Open Play,"[100.0, 51.0]",Marwan Mohsen,0.0369328,Egypt
Off T,Right Foot,Normal,Open Play,"[83.0, 53.0]",Matías Vecino Falero,0.00783056,Uruguay
Blocked,Right Foot,Normal,Free Kick,"[88.0, 38.0]",Luis Alberto Suárez Díaz,0.0245043,Uruguay
Wayward,Right Foot,Overhead Kick,Open Play,"[105.0, 48.0]",Abdalla Mahmoud El Said Bekhit,0.0982634,Egypt
Blocked,Right Foot,Normal,Open Play,"[88.0, 37.0]",Tarek Hamed,0.0178321,Egypt
Saved,Right Foot,Normal,Open Play,"[114.0, 48.0]",Luis Alberto Suárez Díaz,0.240416,Uruguay
Off T,Right Foot,Normal,Open Play,"[92.0, 19.0]",Mahmoud Ibrahim Hassan,0.0106732,Egypt
Blocked,Right Foot,Normal,Open Play,"[94.0, 50.0]",Carlos Andrés Sánchez Arcosa,0.0238695,Uruguay
Blocked,Left Foot,Normal,Open Play,"[108.0, 49.0]",Edinson Roberto Cavani Gómez,0.0236794,Uruguay
Saved,Right Foot,Normal,Open Play,"[98.0, 62.0]",Ahmed Fathy Abdel Meneim Ibrahim,0.015507,Egypt
Blocked,Right Foot,Normal,Open Play,"[105.0, 52.0]",Mohamed Naser Elsayed Elneny,0.0424004,Egypt
Saved,Right Foot,Volley,Open Play,"[99.0, 34.0]",Edinson Roberto Cavani Gómez,0.0372781,Uruguay
Off T,Head,Normal,Open Play,"[112.0, 44.0]",José María Giménez de Vargas,0.0531441,Uruguay
Blocked,Head,Normal,Open Play,"[112.0, 36.0]",José María Giménez de Vargas,0.0637577,Uruguay
Post,Right Foot,Normal,Free Kick,"[98.0, 21.0]",Edinson Roberto Cavani Gómez,0.0519261,Uruguay
Blocked,Right Foot,Half Volley,Open Play,"[110.0, 38.0]",José Martín Cáceres Silva,0.28701,Uruguay
Goal,Head,Normal,Open Play,"[113.0, 37.0]",José María Giménez de Vargas,0.0882685,Uruguay
Blocked,Right Foot,Volley,Open Play,"[104.0, 56.0]",Mohamed Naser Elsayed Elneny,0.0292694,Egypt
Off T,Head,Normal,Open Play,"[115.0, 50.0]",Bernardo Mota Veiga de Carvalho e Silva,0.068532,Portugal
Saved,Right Foot,Normal,Open Play,"[97.0, 50.0]",Cristiano Ronaldo dos Santos Aveiro,0.0403178,Portugal
Goal,Head,Normal,Open Play,"[114.0, 46.0]",Edinson Roberto Cavani Gómez,0.181562,Uruguay
Off T,Head,Normal,Open Play,"[115.0, 34.0]",José Miguel da Rocha Fonte,0.0682155,Portugal
Blocked,Right Foot,Normal,Open Play,"[95.0, 20.0]",Cristiano Ronaldo dos Santos Aveiro,0.0200753,Portugal
Blocked,Right Foot,Normal,Open Play,"[110.0, 57.0]",Luis Alberto Suárez Díaz,0.0245641,Uruguay
Blocked,Left Foot,Normal,Open Play,"[97.0, 47.0]",Gonçalo Manuel Ganchinho Guedes,0.0301357,Portugal
Blocked,Right Foot,Normal,Open Play,"[92.0, 38.0]",William Silva de Carvalho,0.0196505,Portugal
Saved,Right Foot,Normal,Free Kick,"[91.0, 41.0]",Luis Alberto Suárez Díaz,0.0533575,Uruguay
Off T,Right Foot,Half Volley,Open Play,"[101.0, 62.0]",Luis Alberto Suárez Díaz,0.0157197,Uruguay
Blocked,Right Foot,Normal,Free Kick,"[95.0, 33.0]",Cristiano Ronaldo dos Santos Aveiro,0.0850968,Portugal
Wayward,Head,Normal,Open Play,"[111.0, 37.0]",Matías Vecino Falero,0.104292,Uruguay
Wayward,Head,Normal,Open Play,"[110.0, 46.0]",Gonçalo Manuel Ganchinho Guedes,0.0377035,Portugal
Off T,Right Foot,Half Volley,Open Play,"[113.0, 25.0]",Edinson Roberto Cavani Gómez,0.023606,Uruguay
Off T,Left Foot,Normal,Open Play,"[96.0, 27.0]",Raphaël Adelino José Guerreiro,0.0174336,Portugal
Blocked,Right Foot,Normal,Open Play,"[100.0, 44.0]",Adrien Sebastian Perruchet Silva,0.0620779,Portugal
Goal,Head,Normal,Open Play,"[112.0, 43.0]",Kléper Laveran Lima Ferreira,0.0910717,Portugal
Blocked,Right Foot,Normal,Open Play,"[96.0, 26.0]",Gonçalo Manuel Ganchinho Guedes,0.0220791,Portugal
Goal,Right Foot,Normal,Open Play,"[103.0, 26.0]",Edinson Roberto Cavani Gómez,0.0805455,Uruguay
Off T,Right Foot,Normal,Open Play,"[103.0, 40.0]",Bernardo Mota Veiga de Carvalho e Silva,0.121663,Portugal
Blocked,Right Foot,Normal,Open Play,"[96.0, 24.0]",Cristiano Ronaldo dos Santos Aveiro,0.0176704,Portugal
Off T,Left Foot,Normal,Open Play,"[100.0, 23.0]",Raphaël Adelino José Guerreiro,0.0161723,Portugal
Blocked,Right Foot,Normal,Open Play,"[87.0, 30.0]",Cristiano Ronaldo dos Santos Aveiro,0.0134414,Portugal
Saved,Right Foot,Normal,Open Play,"[93.0, 52.0]",Manuel Henrique Tavares Fernandes,0.021444,Portugal
Off T,Right Foot,Normal,Open Play,"[90.0, 19.0]",Manuel Henrique Tavares Fernandes,0.015292,Portugal
Off T,Right Foot,Normal,Open Play,"[91.0, 22.0]",Cristiano Ronaldo dos Santos Aveiro,0.0150372,Portugal
Saved,Right Foot,Normal,Open Play,"[110.0, 54.0]",Ricardo Andrade Quaresma Bernardo,0.0370007,Portugal
Wayward,Head,Normal,Open Play,"[109.0, 39.0]",Rui Pedro dos Santos Patrício,0.0369704,Portugal
Post,Left Foot,Normal,Free Kick,"[95.0, 50.0]",Antoine Griezmann,0.061546,France
Goal,Left Foot,Normal,Penalty,"[108.0, 40.0]",Antoine Griezmann,0.76,France
Off T,Right Foot,Normal,Free Kick,"[102.0, 33.0]",Paul Pogba,0.0693803,France
Blocked,Right Foot,Normal,Open Play,"[96.0, 27.0]",Éver Maximiliano David Banega,0.0162995,Argentina
Goal,Left Foot,Normal,Open Play,"[90.0, 38.0]",Ángel Fabián Di María Hernández,0.0171048,Argentina
Blocked,Left Foot,Normal,Open Play,"[104.0, 56.0]",Lionel Andrés Messi Cuccittini,0.0177306,Argentina
Goal,Left Foot,Normal,Open Play,"[111.0, 42.0]",Gabriel Iván Mercado,0.257946,Argentina
Off T,Right Foot,Normal,Open Play,"[116.0, 45.0]",Antoine Griezmann,0.298859,France
Goal,Right Foot,Half Volley,Open Play,"[100.0, 56.0]",Benjamin Pavard,0.0304366,France
Blocked,Left Foot,Normal,Open Play,"[108.0, 35.0]",Blaise Matuidi,0.0700911,France
Goal,Left Foot,Normal,Open Play,"[112.0, 30.0]",Kylian Mbappé Lottin,0.110841,France
Blocked,Left Foot,Normal,Free Kick,"[95.0, 24.0]",Lionel Andrés Messi Cuccittini,0.0665349,Argentina
Blocked,Left Foot,Half Volley,Open Play,"[96.0, 22.0]",Lionel Andrés Messi Cuccittini,0.0224042,Argentina
Goal,Right Foot,Normal,Open Play,"[107.0, 51.0]",Kylian Mbappé Lottin,0.301933,France
Off T,Left Foot,Normal,Open Play,"[108.0, 27.0]",Olivier Giroud,0.0551229,France
Wayward,Right Foot,Normal,Open Play,"[114.0, 36.0]",Nicolás Hernán Otamendi,0.110003,Argentina
Saved,Right Foot,Normal,Open Play,"[107.0, 49.0]",Lionel Andrés Messi Cuccittini,0.112235,Argentina
Blocked,Right Foot,Normal,Open Play,"[106.0, 48.0]",Sergio Leonel Agüero del Castillo,0.0927782,Argentina
Blocked,Left Foot,Normal,Open Play,"[114.0, 55.0]",Ángel Fabián Di María Hernández,0.0364501,Argentina
Goal,Head,Normal,Open Play,"[112.0, 37.0]",Sergio Leonel Agüero del Castillo,0.176512,Argentina
Wayward,Right Foot,Volley,Open Play,"[113.0, 38.0]",Ángel Fabián Di María Hernández,0.38745,Argentina
Goal,Left Foot,Normal,Open Play,"[115.0, 34.0]",Mathias Jattah-Njie Jørgensen,0.104071,Denmark
Goal,Right Foot,Normal,Open Play,"[112.0, 36.0]",Mario Mandžukić,0.190472,Croatia
Blocked,Left Foot,Normal,Free Kick,"[101.0, 55.0]",Ivan Perišić,0.0274437,Croatia
Blocked,Right Foot,Normal,Open Play,"[103.0, 24.0]",Ivan Perišić,0.0173138,Croatia
Blocked,Right Foot,Normal,Open Play,"[96.0, 37.0]",Christian Dannemann Eriksen,0.0645546,Denmark
Saved,Right Foot,Normal,Open Play,"[111.0, 50.0]",Martin Braithwaite Christensen,0.233771,Denmark
Saved,Right Foot,Normal,Open Play,"[94.0, 32.0]",Ivan Rakitić,0.0363626,Croatia
Wayward,Left Foot,Half Volley,Open Play,"[110.0, 32.0]",Ivan Perišić,0.133707,Croatia
Off T,Right Foot,Volley,Open Play,"[111.0, 34.0]",Ivan Perišić,0.139628,Croatia
Blocked,Right Foot,Normal,Open Play,"[97.0, 30.0]",Ante Rebić,0.0289174,Croatia
Off T,Left Foot,Half Volley,Open Play,"[96.0, 57.0]",Christian Dannemann Eriksen,0.0134572,Denmark
Off T,Head,Normal,Open Play,"[115.0, 39.0]",Dejan Lovren,0.122924,Croatia
Saved,Left Foot,Normal,Open Play,"[104.0, 31.0]",Ivan Rakitić,0.0718286,Croatia
Off T,Right Foot,Half Volley,Open Play,"[98.0, 62.0]",Ivan Perišić,0.0112601,Croatia
Off T,Right Foot,Normal,Open Play,"[115.0, 52.0]",Martin Braithwaite Christensen,0.0658855,Denmark
Blocked,Right Foot,Normal,Open Play,"[108.0, 21.0]",Ivan Perišić,0.0178676,Croatia
Blocked,Right Foot,Normal,Open Play,"[102.0, 26.0]",Ante Rebić,0.0312317,Croatia
Saved,Right Foot,Normal,Open Play,"[107.0, 50.0]",Nicolai Jørgensen,0.0763374,Denmark
Off T,Right Foot,Normal,Open Play,"[101.0, 30.0]",Christian Dannemann Eriksen,0.0643295,Denmark
Off T,Right Foot,Normal,Open Play,"[96.0, 51.0]",Luka Modrić,0.0297256,Croatia
Saved,Left Foot,Normal,Open Play,"[97.0, 58.0]",Ante Rebić,0.0211399,Croatia
Off T,Head,Normal,Open Play,"[113.0, 31.0]",Ivan Perišić,0.0431232,Croatia
Blocked,Left Foot,Normal,Open Play,"[98.0, 30.0]",Josip Pivarić,0.0258483,Croatia
Off T,Right Foot,Normal,Open Play,"[97.0, 50.0]",Lasse Schöne,0.0375407,Denmark
Off T,Right Foot,Normal,Open Play,"[88.0, 40.0]",Ivan Rakitić,0.0172639,Croatia
Off T,Right Foot,Half Volley,Open Play,"[100.0, 50.0]",Martin Braithwaite Christensen,0.0322357,Denmark
Blocked,Left Foot,Normal,Open Play,"[78.0, 47.0]",Thomas Delaney,0.00775871,Denmark
Blocked,Right Foot,Volley,Open Play,"[95.0, 45.0]",Lasse Schöne,0.0215911,Denmark
Off T,Right Foot,Normal,Open Play,"[95.0, 47.0]",Lasse Schöne,0.0274694,Denmark
Blocked,Right Foot,Normal,Open Play,"[98.0, 30.0]",Mateo Kovačić,0.0495792,Croatia
Off T,Right Foot,Normal,Open Play,"[106.0, 20.0]",Pione Sisto Ifolo Emirmija,0.0223785,Denmark
Off T,Right Foot,Half Volley,Open Play,"[112.0, 27.0]",Nicolai Jørgensen,0.042549,Denmark
Saved,Right Foot,Normal,Penalty,"[109.0, 41.0]",Luka Modrić,0.76,Croatia
Saved,Right Foot,Normal,Open Play,"[97.0, 33.0]",Luka Modrić,0.0637406,Croatia
Off T,Right Foot,Normal,Open Play,"[98.0, 28.0]",Andrej Kramarić,0.0330245,Croatia
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Christian Dannemann Eriksen,0.76,Denmark
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Milan Badelj,0.76,Croatia
