outcome,body_part,technique,play_type,shot_location_start,player,statsbomb_xg,team
Blocked,Right Foot,Normal,Open Play,"[108.0, 27.0]",Neymar da Silva Santos Junior,0.0438407,Brazil
Saved,Right Foot,Normal,Open Play,"[89.0, 28.0]",Philippe Coutinho Correia,0.0113085,Brazil
Saved,Right Foot,Normal,Open Play,"[96.0, 46.0]",Carlos Henrique Casimiro,0.034105,Brazil
Goal,Right Foot,Normal,Open Play,"[113.0, 38.0]",Philippe Coutinho Correia,0.256674,Brazil
Off T,Right Foot,Normal,Open Play,"[112.0, 32.0]",Roberto Firmino Barbosa de Oliveira,0.161152,Brazil
Goal,Left Foot,Normal,Open Play,"[115.0, 42.0]",Neymar da Silva Santos Junior,0.78442,Brazil
Saved,Right Foot,Normal,Free Kick,"[92.0, 40.0]",Gylfi Þór Sigurðsson,0.0495703,Iceland
Saved,Right Foot,Normal,Open Play,"[99.0, 39.0]",Gylfi Þór Sigurðsson,0.119379,Iceland
Wayward,Head,Normal,Open Play,"[104.0, 39.0]",Kenneth Josiah Omeruo,0.0151626,Nigeria
Blocked,Left Foot,Volley,Open Play,"[114.0, 27.0]",Birkir Bjarnason,0.0342657,Iceland
Off T,Right Foot,Volley,Open Play,"[109.0, 24.0]",Birkir Bjarnason,0.0248124,Iceland
Off T,Other,Normal,Open Play,"[113.0, 40.0]",Alfreð Finnbogason,0.100196,Iceland
Off T,Head,Normal,Open Play,"[113.0, 51.0]",Jón Daði Böðvarsson,0.0166204,Iceland
Saved,Right Foot,Normal,Open Play,"[96.0, 47.0]",Oghenekaro Etebo,0.0322623,Nigeria
Goal,Right Foot,Half Volley,Open Play,"[112.0, 46.0]",Ahmed Musa,0.156546,Nigeria
Saved,Right Foot,Normal,Open Play,"[84.0, 26.0]",Onyinye Wilfred Ndidi,0.013253,Nigeria
Off T,Right Foot,Normal,Open Play,"[106.0, 61.0]",Victor Moses,0.0232459,Nigeria
Off T,Right Foot,Normal,Open Play,"[99.0, 28.0]",Rúrik Gíslason,0.0429175,Iceland
Blocked,Left Foot,Normal,Open Play,"[101.0, 55.0]",Victor Moses,0.0315334,Nigeria
Blocked,Right Foot,Normal,Open Play,"[95.0, 38.0]",Oghenekaro Etebo,0.0457177,Nigeria
Off T,Head,Diving Header,Open Play,"[107.0, 48.0]",William Troost-Ekong,0.0262913,Nigeria
Off T,Head,Normal,Open Play,"[112.0, 43.0]",Leon-Aderemi Balogun,0.0753114,Nigeria
Blocked,Left Foot,Normal,Open Play,"[98.0, 54.0]",Kelechi Promise Iheanacho,0.0212053,Nigeria
Post,Right Foot,Normal,Open Play,"[101.0, 27.0]",Ahmed Musa,0.0372903,Nigeria
Off T,Right Foot,Normal,Open Play,"[104.0, 50.0]",Victor Moses,0.0357308,Nigeria
Goal,Right Foot,Normal,Open Play,"[113.0, 41.0]",Ahmed Musa,0.463792,Nigeria
Blocked,Left Foot,Normal,Open Play,"[92.0, 39.0]",William Troost-Ekong,0.021461,Nigeria
Off T,Right Foot,Normal,Penalty,"[108.0, 40.0]",Gylfi Þór Sigurðsson,0.76,Iceland
Off T,Left Foot,Normal,Open Play,"[98.0, 48.0]",Kelechi Promise Iheanacho,0.0442619,Nigeria
Saved,Left Foot,Normal,Open Play,"[112.0, 27.0]",Alfreð Finnbogason,0.120796,Iceland
Blocked,Right Foot,Normal,Open Play,"[91.0, 42.0]",Onyinye Wilfred Ndidi,0.032917,Nigeria
Off T,Head,Normal,Open Play,"[107.0, 41.0]",Sverrir Ingi Ingason,0.0304304,Iceland
Blocked,Left Foot,Normal,Open Play,"[103.0, 39.0]",Alex Iwobi,0.0708912,Nigeria
Off T,Left Foot,Normal,Open Play,"[84.0, 51.0]",Granit Xhaka,0.00975886,Switzerland
Saved,Head,Normal,Open Play,"[114.0, 38.0]",Aleksandar Mitrović,0.176941,Serbia
Wayward,Left Foot,Normal,Open Play,"[108.0, 37.0]",Filip Kostić,0.075298,Serbia
Goal,Head,Normal,Open Play,"[115.0, 39.0]",Aleksandar Mitrović,0.332607,Serbia
Blocked,Left Foot,Normal,Open Play,"[95.0, 58.0]",Xherdan Shaqiri,0.0110107,Switzerland
Off T,Left Foot,Half Volley,Open Play,"[111.0, 38.0]",Blerim Džemaili,0.110332,Switzerland
Off T,Head,Normal,Open Play,"[104.0, 33.0]",Aleksandar Mitrović,0.0281439,Serbia
Off T,Right Foot,Normal,Open Play,"[100.0, 52.0]",Sergej Milinković-Savić,0.0335875,Serbia
Off T,Right Foot,Overhead Kick,Open Play,"[104.0, 32.0]",Aleksandar Mitrović,0.0559927,Serbia
Blocked,Left Foot,Normal,Open Play,"[100.0, 41.0]",Xherdan Shaqiri,0.0366953,Switzerland
Blocked,Right Foot,Half Volley,Open Play,"[97.0, 51.0]",Stephan Lichtsteiner,0.0208152,Switzerland
Off T,Head,Normal,Open Play,"[113.0, 37.0]",Manuel Obafemi Akanji,0.0510201,Switzerland
Saved,Right Foot,Half Volley,Open Play,"[111.0, 39.0]",Blerim Džemaili,0.302859,Switzerland
Off T,Head,Normal,Open Play,"[113.0, 44.0]",Fabian Lukas Schär,0.0359305,Switzerland
Saved,Right Foot,Half Volley,Open Play,"[99.0, 49.0]",Dušan Tadić,0.0284913,Serbia
Off T,Head,Normal,Open Play,"[109.0, 43.0]",Aleksandar Mitrović,0.0351508,Serbia
Off T,Other,Normal,Open Play,"[118.0, 32.0]",Nemanja Matić,0.0395437,Serbia
Off T,Left Foot,Volley,Open Play,"[100.0, 49.0]",Dušan Tadić,0.055165,Serbia
Wayward,Right Foot,Normal,Open Play,"[98.0, 18.0]",Ricardo Iván Rodríguez Araya,0.0256272,Switzerland
Off T,Head,Normal,Open Play,"[114.0, 43.0]",Aleksandar Mitrović,0.0819408,Serbia
Blocked,Left Foot,Normal,Open Play,"[106.0, 55.0]",Xherdan Shaqiri,0.0586159,Switzerland
Goal,Left Foot,Normal,Open Play,"[95.0, 22.0]",Granit Xhaka,0.0316869,Switzerland
Post,Left Foot,Normal,Open Play,"[107.0, 62.0]",Xherdan Shaqiri,0.0147758,Switzerland
Blocked,Right Foot,Normal,Open Play,"[104.0, 29.0]",Adem Ljajić,0.0431295,Serbia
Saved,Right Foot,Normal,Open Play,"[86.0, 40.0]",Breel-Donald Embolo,0.0140067,Switzerland
Off T,Left Foot,Normal,Open Play,"[86.0, 36.0]",Xherdan Shaqiri,0.0141751,Switzerland
Saved,Right Foot,Half Volley,Open Play,"[110.0, 43.0]",Mario Gavranović,0.21764,Switzerland
Blocked,Left Foot,Normal,Free Kick,"[94.0, 30.0]",Ricardo Iván Rodríguez Araya,0.0377888,Switzerland
Blocked,Left Foot,Normal,Open Play,"[108.0, 37.0]",Manuel Obafemi Akanji,0.0810405,Switzerland
Goal,Left Foot,Normal,Open Play,"[111.0, 31.0]",Xherdan Shaqiri,0.28424,Switzerland
Off T,Left Foot,Normal,Open Play,"[99.0, 33.0]",Xherdan Shaqiri,0.0697689,Switzerland
Blocked,Right Foot,Half Volley,Open Play,"[113.0, 42.0]",Julian Draxler,0.184267,Germany
Blocked,Left Foot,Volley,Open Play,"[104.0, 40.0]",Jonas Hector,0.0480843,Germany
Saved,Right Foot,Normal,Open Play,"[106.0, 40.0]",Marcus Berg,0.341542,Sweden
Blocked,Left Foot,Normal,Open Play,"[97.0, 53.0]",Jérôme Boateng,0.02748,Germany
Blocked,Right Foot,Volley,Open Play,"[105.0, 43.0]",Marcus Berg,0.0765257,Sweden
Blocked,Right Foot,Normal,Open Play,"[92.0, 42.0]",Sebastian Rudy,0.0253326,Germany
Goal,Right Foot,Lob,Open Play,"[112.0, 48.0]",Ola Toivonen,0.156457,Sweden
Saved,Right Foot,Normal,Open Play,"[94.0, 28.0]",İlkay Gündoğan,0.0252063,Germany
Off T,Left Foot,Normal,Open Play,"[96.0, 62.0]",Jérôme Boateng,0.0238016,Germany
Saved,Head,Normal,Open Play,"[107.0, 47.0]",Marcus Berg,0.036022,Sweden
Goal,Left Foot,Half Volley,Open Play,"[112.0, 40.0]",Marco Reus,0.162044,Germany
Blocked,Right Foot,Normal,Open Play,"[101.0, 29.0]",Toni Kroos,0.0274382,Germany
Off T,Head,Normal,Open Play,"[111.0, 54.0]",Thomas Müller,0.0218913,Germany
Saved,Left Foot,Normal,Open Play,"[112.0, 30.0]",Jonas Hector,0.0647532,Germany
Blocked,Left Foot,Normal,Open Play,"[105.0, 29.0]",Toni Kroos,0.0468157,Germany
Blocked,Right Foot,Normal,Open Play,"[93.0, 38.0]",Toni Kroos,0.0226145,Germany
Blocked,Right Foot,Volley,Open Play,"[106.0, 22.0]",Marco Reus,0.0276401,Germany
Wayward,Right Foot,Volley,Open Play,"[105.0, 26.0]",Toni Kroos,0.0263801,Germany
Saved,Left Foot,Volley,Open Play,"[98.0, 20.0]",Emil Forsberg,0.0115577,Sweden
Off T,Right Foot,Normal,Open Play,"[109.0, 49.0]",Timo Werner,0.164681,Germany
Saved,Head,Normal,Open Play,"[110.0, 45.0]",Andreas Granqvist,0.0511011,Sweden
Saved,Head,Normal,Open Play,"[111.0, 40.0]",Mario Gómez García,0.0691527,Germany
Post,Left Foot,Normal,Open Play,"[101.0, 46.0]",Julian Brandt,0.072239,Germany
Saved,Right Foot,Normal,Open Play,"[107.0, 59.0]",John Guidetti,0.0212419,Sweden
Goal,Right Foot,Normal,Open Play,"[111.0, 20.0]",Toni Kroos,0.0548662,Germany
Saved,Left Foot,Normal,Open Play,"[100.0, 51.0]",Thomas Meunier,0.0374065,Belgium
Goal,Right Foot,Normal,Penalty,"[108.0, 40.0]",Eden Hazard,0.76,Belgium
Blocked,Right Foot,Normal,Open Play,"[109.0, 24.0]",Axel Witsel,0.0254727,Belgium
Saved,Right Foot,Normal,Open Play,"[110.0, 44.0]",Eden Hazard,0.3101,Belgium
Saved,Right Foot,Normal,Open Play,"[101.0, 21.0]",Yannick Ferreira Carrasco,0.0206357,Belgium
Goal,Left Foot,Normal,Open Play,"[104.0, 33.0]",Romelu Lukaku Menama,0.410688,Belgium
Goal,Head,Normal,Open Play,"[112.0, 41.0]",Dylan Bronn,0.115513,Tunisia
Saved,Right Foot,Volley,Open Play,"[107.0, 33.0]",Yannick Ferreira Carrasco,0.0861255,Belgium
Off T,Right Foot,Normal,Open Play,"[102.0, 56.0]",Toby Alderweireld,0.021651,Belgium
Blocked,Left Foot,Normal,Open Play,"[100.0, 34.0]",Axel Witsel,0.0672185,Belgium
Off T,Right Foot,Normal,Open Play,"[106.0, 69.0]",Wahbi Khazri,0.0215587,Tunisia
Off T,Left Foot,Normal,Open Play,"[101.0, 45.0]",Ferjani Sassi,0.067409,Tunisia
Saved,Right Foot,Normal,Open Play,"[88.0, 26.0]",Wahbi Khazri,0.0200492,Tunisia
Off T,Right Foot,Normal,Open Play,"[96.0, 37.0]",Fakhreddine Ben Youssef,0.0288032,Tunisia
Blocked,Left Foot,Normal,Open Play,"[117.0, 27.0]",Saîf-Eddine Khaoui,0.0308726,Tunisia
Goal,Right Foot,Normal,Open Play,"[112.0, 45.0]",Romelu Lukaku Menama,0.553561,Belgium
Off T,Right Foot,Normal,Open Play,"[115.0, 48.0]",Toby Alderweireld,0.0569772,Belgium
Wayward,Right Foot,Volley,Open Play,"[113.0, 44.0]",Wahbi Khazri,0.311529,Tunisia
Saved,Left Foot,Normal,Open Play,"[99.0, 24.0]",Anice Badri,0.0328981,Tunisia
Goal,Left Foot,Normal,Open Play,"[109.0, 38.0]",Eden Hazard,0.751583,Belgium
Wayward,Head,Normal,Open Play,"[112.0, 37.0]",Fakhreddine Ben Youssef,0.121905,Tunisia
Off T,Right Foot,Normal,Open Play,"[94.0, 55.0]",Ferjani Sassi,0.0158432,Tunisia
Wayward,Right Foot,Normal,Open Play,"[109.0, 42.0]",Anice Badri,0.159043,Tunisia
Off T,Right Foot,Normal,Open Play,"[102.0, 29.0]",Yannick Ferreira Carrasco,0.0702529,Belgium
Off T,Right Foot,Normal,Open Play,"[97.0, 30.0]",Eden Hazard,0.0348772,Belgium
Blocked,Right Foot,Normal,Open Play,"[101.0, 16.0]",Wahbi Khazri,0.0453538,Tunisia
Blocked,Right Foot,Normal,Open Play,"[101.0, 45.0]",Naïm Sliti,0.0724981,Tunisia
Saved,Left Foot,Normal,Open Play,"[100.0, 30.0]",Anice Badri,0.0976524,Tunisia
Wayward,Left Foot,Volley,Open Play,"[93.0, 41.0]",Saîf-Eddine Khaoui,0.0230946,Tunisia
Blocked,Left Foot,Normal,Open Play,"[114.0, 29.0]",Michy Batshuayi Tunga,0.428346,Belgium
Saved,Right Foot,Normal,Open Play,"[104.0, 23.0]",Yannick Ferreira Carrasco,0.0227209,Belgium
Post,Left Foot,Normal,Open Play,"[114.0, 39.0]",Michy Batshuayi Tunga,0.504127,Belgium
Off T,Right Foot,Normal,Open Play,"[108.0, 58.0]",Thomas Meunier,0.0228305,Belgium
Saved,Left Foot,Volley,Open Play,"[113.0, 39.0]",Michy Batshuayi Tunga,0.223677,Belgium
Blocked,Left Foot,Normal,Open Play,"[113.0, 54.0]",Michy Batshuayi Tunga,0.0558404,Belgium
Off T,Right Foot,Normal,Open Play,"[94.0, 56.0]",Axel Witsel,0.0158576,Belgium
Goal,Left Foot,Half Volley,Open Play,"[113.0, 35.0]",Michy Batshuayi Tunga,0.28832,Belgium
Off T,Right Foot,Normal,Open Play,"[63.0, 42.0]",Wahbi Khazri,0.0200971,Tunisia
Off T,Left Foot,Normal,Open Play,"[103.0, 37.0]",Michy Batshuayi Tunga,0.152676,Belgium
Goal,Right Foot,Normal,Open Play,"[111.0, 44.0]",Wahbi Khazri,0.326503,Tunisia
Wayward,Head,Normal,Open Play,"[112.0, 41.0]",Edson Omar Álvarez Velázquez,0.0403214,Mexico
Off T,Head,Normal,Open Play,"[107.0, 45.0]",Javier Hernández Balcázar,0.0170715,Mexico
Saved,Head,Normal,Open Play,"[111.0, 49.0]",Carlos Joel Salcedo Hernández,0.0161715,Mexico
Blocked,Left Foot,Normal,Open Play,"[109.0, 51.0]",Heung-Min Son,0.0718878,South Korea
Blocked,Right Foot,Half Volley,Open Play,"[111.0, 49.0]",Heung-Min Son,0.157215,South Korea
Blocked,Left Foot,Normal,Open Play,"[98.0, 49.0]",Heung-Min Son,0.0365762,South Korea
Saved,Head,Normal,Open Play,"[109.0, 44.0]",Sung-Yeung Ki,0.0313796,South Korea
Goal,Left Foot,Normal,Penalty,"[109.0, 41.0]",Carlos Alberto Vela Garrido,0.76,Mexico
Saved,Right Foot,Normal,Open Play,"[105.0, 42.0]",Miguel Arturo Layún Prado,0.0737956,Mexico
Off T,Right Foot,Normal,Free Kick,"[87.0, 41.0]",Heung-Min Son,0.0146666,South Korea
Saved,Right Foot,Normal,Open Play,"[118.0, 30.0]",Heung-Min Son,0.070553,South Korea
Off T,Right Foot,Normal,Open Play,"[108.0, 26.0]",Hirving Rodrigo Lozano Bahena,0.0523626,Mexico
Blocked,Left Foot,Normal,Open Play,"[94.0, 48.0]",Seon-Min Moon,0.0247388,South Korea
Blocked,Left Foot,Normal,Open Play,"[99.0, 32.0]",Heung-Min Son,0.040283,South Korea
Off T,Right Foot,Normal,Open Play,"[100.0, 28.0]",Hirving Rodrigo Lozano Bahena,0.0560076,Mexico
Off T,Right Foot,Normal,Open Play,"[90.0, 46.0]",Javier Hernández Balcázar,0.0422641,Mexico
Blocked,Right Foot,Normal,Open Play,"[110.0, 47.0]",Seon-Min Moon,0.115378,South Korea
Saved,Left Foot,Normal,Open Play,"[105.0, 68.0]",Jae-Sung Lee,0.0224243,South Korea
Saved,Right Foot,Normal,Open Play,"[103.0, 18.0]",Sung-Yeung Ki,0.0198748,South Korea
Blocked,Right Foot,Normal,Open Play,"[96.0, 46.0]",José Andrés Guardado Hernández,0.037457,Mexico
Saved,Left Foot,Normal,Open Play,"[104.0, 36.0]",José Andrés Guardado Hernández,0.0446298,Mexico
Blocked,Left Foot,Normal,Open Play,"[100.0, 39.0]",Hirving Rodrigo Lozano Bahena,0.201156,Mexico
Blocked,Left Foot,Normal,Open Play,"[104.0, 38.0]",Jae-Sung Lee,0.0513796,South Korea
Off T,Left Foot,Normal,Open Play,"[101.0, 58.0]",Carlos Alberto Vela Garrido,0.0210481,Mexico
Goal,Right Foot,Normal,Open Play,"[111.0, 32.0]",Javier Hernández Balcázar,0.280252,Mexico
Saved,Right Foot,Normal,Open Play,"[99.0, 40.0]",Hee-Chan Hwang,0.0543905,South Korea
Blocked,Right Foot,Normal,Open Play,"[88.0, 52.0]",Sung-Yeung Ki,0.0157749,South Korea
Blocked,Left Foot,Normal,Open Play,"[95.0, 49.0]",Jae-Sung Lee,0.0305011,South Korea
Off T,Right Foot,Normal,Open Play,"[94.0, 40.0]",Heung-Min Son,0.0339972,South Korea
Off T,Right Foot,Half Volley,Open Play,"[96.0, 47.0]",Héctor Miguel Herrera López,0.0312615,Mexico
Goal,Left Foot,Normal,Open Play,"[97.0, 54.0]",Heung-Min Son,0.0251789,South Korea
Off T,Right Foot,Half Volley,Open Play,"[81.0, 40.0]",Edgar Yoel Bárcenas Herrera,0.00935559,Panama
Off T,Left Foot,Normal,Open Play,"[102.0, 32.0]",Aníbal Cesis Godoy,0.127165,Panama
Goal,Head,Normal,Open Play,"[109.0, 42.0]",John Stones,0.0555752,England
Off T,Left Foot,Normal,Open Play,"[96.0, 49.0]",Edgar Yoel Bárcenas Herrera,0.0280257,Panama
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Harry Kane,0.76,England
Goal,Right Foot,Normal,Open Play,"[98.0, 34.0]",Jesse Lingard,0.091819,England
Saved,Head,Normal,Open Play,"[115.0, 40.0]",Raheem Shaquille Sterling,0.388199,England
Goal,Head,Normal,Open Play,"[118.0, 36.0]",John Stones,0.400911,England
Blocked,Right Foot,Normal,Open Play,"[100.0, 40.0]",Jesse Lingard,0.087276,England
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Harry Kane,0.76,England
Blocked,Left Foot,Normal,Open Play,"[97.0, 51.0]",Ruben Loftus-Cheek,0.0335316,England
Goal,Right Foot,Normal,Open Play,"[105.0, 49.0]",Harry Kane,0.151414,England
Saved,Right Foot,Lob,Open Play,"[115.0, 51.0]",Michael Amir Murillo Bermudez,0.16914,Panama
Off T,Right Foot,Volley,Open Play,"[104.0, 45.0]",Jordan Brian Henderson,0.03547,England
Off T,Right Foot,Normal,Open Play,"[116.0, 36.0]",Román Aureliano Torres Morcillo,0.304351,Panama
Goal,Right Foot,Half Volley,Open Play,"[109.0, 44.0]",Felipe Abdiel Baloy Ramírez,0.21484,Panama
Off T,Right Foot,Normal,Open Play,"[93.0, 30.0]",Raheem Shaquille Sterling,0.0253503,England
Blocked,Left Foot,Normal,Open Play,"[106.0, 41.0]",Blas Antonio Miguel Pérez Ortega,0.0506401,Panama
Off T,Left Foot,Normal,Open Play,"[94.0, 20.0]",José Luis Rodríguez Francis,0.024957,Panama
Blocked,Right Foot,Normal,Open Play,"[104.0, 21.0]",Dawid Kownacki,0.019586,Poland
Wayward,Head,Normal,Open Play,"[115.0, 39.0]",Robert Lewandowski,0.145021,Poland
Blocked,Right Foot,Half Volley,Open Play,"[95.0, 52.0]",Santiago Arias Naranjo,0.0163148,Colombia
Blocked,Left Foot,Normal,Open Play,"[95.0, 52.0]",Piotr Zieliński,0.0218413,Poland
Off T,Right Foot,Normal,Open Play,"[82.0, 30.0]",Juan Guillermo Cuadrado Bello,0.0182844,Colombia
Goal,Head,Normal,Open Play,"[116.0, 38.0]",Yerry Fernando Mina González,0.330142,Colombia
Off T,Head,Normal,Open Play,"[105.0, 55.0]",Bartosz Bereszyński,0.0174738,Poland
Off T,Head,Normal,Open Play,"[112.0, 44.0]",Robert Lewandowski,0.0722418,Poland
Off T,Left Foot,Normal,Open Play,"[85.0, 57.0]",Juan Fernando Quintero Paniagua,0.0137756,Colombia
Off T,Right Foot,Normal,Open Play,"[102.0, 51.0]",Radamel Falcao García Zárate,0.0509219,Colombia
Blocked,Left Foot,Normal,Open Play,"[105.0, 53.0]",James David Rodríguez Rubio,0.0322379,Colombia
Blocked,Left Foot,Normal,Open Play,"[98.0, 35.0]",Juan Fernando Quintero Paniagua,0.0493602,Colombia
Off T,Right Foot,Normal,Open Play,"[88.0, 50.0]",Juan Guillermo Cuadrado Bello,0.0127578,Colombia
Saved,Left Foot,Normal,Open Play,"[110.0, 29.0]",Robert Lewandowski,0.15441,Poland
Blocked,Head,Normal,Open Play,"[112.0, 41.0]",Robert Lewandowski,0.0613522,Poland
Goal,Right Foot,Normal,Open Play,"[108.0, 47.0]",Radamel Falcao García Zárate,0.358501,Colombia
Off T,Right Foot,Half Volley,Open Play,"[94.0, 50.0]",Piotr Zieliński,0.036153,Poland
Goal,Right Foot,Normal,Open Play,"[105.0, 38.0]",Juan Guillermo Cuadrado Bello,0.223886,Colombia
Blocked,Head,Normal,Open Play,"[109.0, 34.0]",Łukasz Teodorczyk,0.0348091,Poland
Blocked,Right Foot,Normal,Open Play,"[116.0, 33.0]",Grzegorz Krychowiak,0.20753,Poland
Blocked,Left Foot,Backheel,Open Play,"[118.0, 47.0]",Andrés Mateus Uribe Villa,0.262643,Colombia
Off T,Left Foot,Normal,Free Kick,"[89.0, 15.0]",James David Rodríguez Rubio,0.0198932,Colombia
Saved,Right Foot,Normal,Open Play,"[91.0, 33.0]",Robert Lewandowski,0.0196374,Poland
Blocked,Left Foot,Normal,Open Play,"[92.0, 50.0]",Jefferson Andrés Lerma Solís,0.0215703,Colombia
Off T,Right Foot,Normal,Open Play,"[87.0, 40.0]",Youssouf Sabaly,0.010559,Senegal
Saved,Right Foot,Normal,Open Play,"[110.0, 23.0]",Youssouf Sabaly,0.0301504,Senegal
Goal,Other,Normal,Open Play,"[116.0, 38.0]",Sadio Mané,0.489995,Senegal
Saved,Right Foot,Half Volley,Open Play,"[116.0, 63.0]","M""Baye Babacar Niang",0.0135325,Senegal
Blocked,Right Foot,Normal,Open Play,"[95.0, 34.0]",Makoto Hasebe,0.031657,Japan
Saved,Right Foot,Volley,Open Play,"[108.0, 43.0]",Ismaïla Sarr,0.145734,Senegal
Wayward,Head,Normal,Open Play,"[112.0, 42.0]",Alfred John Momar N'Diaye,0.0737523,Senegal
Goal,Right Foot,Normal,Open Play,"[108.0, 29.0]",Takashi Inui,0.0618363,Japan
Saved,Left Foot,Half Volley,Open Play,"[102.0, 53.0]","M""Baye Babacar Niang",0.279208,Senegal
Off T,Left Foot,Normal,Open Play,"[101.0, 57.0]",Genki Haraguchi,0.0233981,Japan
Saved,Head,Normal,Open Play,"[112.0, 37.0]",Yūya Ōsako,0.138991,Japan
Off T,Right Foot,Half Volley,Open Play,"[104.0, 54.0]","M""Baye Babacar Niang",0.0480678,Senegal
Off T,Right Foot,Normal,Open Play,"[99.0, 37.0]","Papa Alioune N""Diaye",0.0618095,Senegal
Saved,Left Foot,Normal,Open Play,"[96.0, 50.0]","M""Baye Babacar Niang",0.0328187,Senegal
Post,Right Foot,Normal,Open Play,"[108.0, 23.0]",Takashi Inui,0.0358983,Japan
Wayward,Left Foot,Backheel,Open Play,"[115.0, 36.0]","M""Baye Babacar Niang",0.377409,Senegal
Goal,Right Foot,Normal,Open Play,"[114.0, 52.0]",Moussa Wagué,0.148576,Senegal
Blocked,Left Foot,Normal,Open Play,"[111.0, 43.0]",Yūya Ōsako,0.090019,Japan
Goal,Left Foot,Normal,Open Play,"[113.0, 43.0]",Keisuke Honda,0.556427,Japan
Off T,Head,Normal,Open Play,"[115.0, 43.0]",Cheikh N'Doye,0.136281,Senegal
Blocked,Head,Normal,Open Play,"[102.0, 41.0]",Salif Sané,0.0141069,Senegal
Off T,Left Foot,Overhead Kick,Open Play,"[112.0, 45.0]",Mame Biram Diouf,0.208757,Senegal
Saved,Right Foot,Normal,Open Play,"[112.0, 27.0]",Cristiano Ronaldo dos Santos Aveiro,0.0348179,Portugal
Off T,Left Foot,Normal,Open Play,"[101.0, 29.0]",Vahid Amiri,0.0397738,Iran
Off T,Right Foot,Half Volley,Open Play,"[102.0, 35.0]",João Mário Naval da Costa Eduardo,0.071143,Portugal
Blocked,Right Foot,Normal,Free Kick,"[95.0, 55.0]",Cristiano Ronaldo dos Santos Aveiro,0.046299,Portugal
Blocked,Right Foot,Volley,Open Play,"[100.0, 39.0]",José Miguel da Rocha Fonte,0.0582413,Portugal
Off T,Head,Normal,Open Play,"[114.0, 35.0]",Kléper Laveran Lima Ferreira,0.0719303,Portugal
Wayward,Head,Normal,Open Play,"[103.0, 34.0]",André Miguel Valente Silva,0.0229774,Portugal
Off T,Right Foot,Normal,Free Kick,"[93.0, 23.0]",Ramin Rezaeian,0.0365884,Iran
Wayward,Head,Normal,Open Play,"[117.0, 50.0]",José Miguel da Rocha Fonte,0.0245453,Portugal
Saved,Head,Normal,Open Play,"[109.0, 47.0]",Saeid Ezatolahi Afagh,0.0325262,Iran
Saved,Right Foot,Normal,Open Play,"[83.0, 34.0]",Cristiano Ronaldo dos Santos Aveiro,0.0229306,Portugal
Off T,Right Foot,Half Volley,Open Play,"[112.0, 55.0]",Ricardo Andrade Quaresma Bernardo,0.0269108,Portugal
Goal,Right Foot,Normal,Open Play,"[102.0, 58.0]",Ricardo Andrade Quaresma Bernardo,0.0187859,Portugal
Saved,Right Foot,Normal,Penalty,"[108.0, 40.0]",Cristiano Ronaldo dos Santos Aveiro,0.76,Portugal
Wayward,Head,Normal,Open Play,"[111.0, 36.0]",Sardar Azmoun,0.0590283,Iran
Blocked,Left Foot,Normal,Open Play,"[93.0, 30.0]",Raphaël Adelino José Guerreiro,0.0274225,Portugal
Off T,Right Foot,Normal,Open Play,"[97.0, 35.0]",Cristiano Ronaldo dos Santos Aveiro,0.0388161,Portugal
Off T,Right Foot,Normal,Open Play,"[96.0, 24.0]",Adrien Sebastian Perruchet Silva,0.0206587,Portugal
Off T,Right Foot,Normal,Open Play,"[98.0, 38.0]",Saman Ghoddos,0.0440565,Iran
Off T,Right Foot,Normal,Open Play,"[95.0, 51.0]",André Miguel Valente Silva,0.0301017,Portugal
Blocked,Head,Normal,Open Play,"[113.0, 32.0]",Sardar Azmoun,0.0377007,Iran
Goal,Right Foot,Normal,Penalty,"[109.0, 41.0]",Karim Ansarifard,0.76,Iran
Blocked,Right Foot,Normal,Open Play,"[97.0, 45.0]",Saman Ghoddos,0.0362603,Iran
Off T,Left Foot,Normal,Open Play,"[113.0, 33.0]",Mehdi Taremi,0.269407,Iran
Off T,Right Foot,Normal,Open Play,"[87.0, 30.0]",Matías Vecino Falero,0.010074,Uruguay
Goal,Right Foot,Normal,Free Kick,"[101.0, 36.0]",Luis Alberto Suárez Díaz,0.0911443,Uruguay
Saved,Right Foot,Normal,Open Play,"[103.0, 32.0]",Denis Cheryshev,0.0598146,Russia
Blocked,Left Foot,Normal,Open Play,"[96.0, 24.0]",Diego Sebastián Laxalt Suárez,0.0111518,Uruguay
Saved,Right Foot,Normal,Open Play,"[111.0, 45.0]",Rodrigo Bentancur Colmán,0.29077,Uruguay
Blocked,Right Foot,Normal,Free Kick,"[94.0, 45.0]",Edinson Roberto Cavani Gómez,0.102459,Uruguay
Blocked,Left Foot,Normal,Open Play,"[111.0, 57.0]",Rodrigo Bentancur Colmán,0.0327328,Uruguay
Off T,Right Foot,Volley,Open Play,"[59.0, 32.0]",Diego Roberto Godín Leal,0.0162448,Uruguay
Off T,Right Foot,Normal,Open Play,"[105.0, 33.0]",Edinson Roberto Cavani Gómez,0.0324215,Uruguay
Blocked,Right Foot,Normal,Open Play,"[96.0, 55.0]",Roman Zobnin,0.0221819,Russia
Off T,Left Foot,Normal,Open Play,"[105.0, 52.0]",Artem Dzyuba,0.0646378,Russia
